BASE_YM,HNDE_BANKCD,TRAN_TYE_NM,TRAN_AMT
202103,FLX,기타,11677000
202103,TGT,지로납부,6169000
202103,MIQ,현금입금,470527000
202103,MIQ,지로납부,5737000
202103,XIE,기타,58000
202103,RBR,계좌이체,960000
202103,KFW,현금입금,71130000
202103,CBX,계좌이체,9790000000
202103,KFW,현금지급/현금서비스,177790000
202103,SCD,지로납부,174000
202103,PNA,지로납부,9000
202103,AIG,현금지급/현금서비스,52490000
202103,TGT,계좌이체,4183344000
202103,IEK,기타,83061000
202103,CAZ,기타,249218000
202103,SHK,현금입금,140717955000
202103,BVI,지로납부,72412625000
202103,BVI,현금입금,122652888000
202103,FYT,계좌이체,317298958000
202103,FYT,현금지급/현금서비스,108181860000
202103,NXL,현금입금,14606099000
202103,CAZ,현금입금,95652607000
202103,VEA,지로납부,263316609000
202103,IUR,현금입금,198375449000
202103,FLX,계좌이체,49438935000
202103,KPQ,현금지급/현금서비스,245108130000
202103,JVP,계좌이체,910921294000
202103,ZDD,현금입금,5796725000
202103,EEB,현금입금,99336497000
202103,JVP,현금지급/현금서비스,180203730000
202103,XIE,현금지급/현금서비스,8828630000
202103,ZDD,계좌이체,65500062000
202103,IUR,현금지급/현금서비스,500881530000
202103,TGT,현금입금,658553000
202103,HZI,현금입금,348303328000
202103,ZVX,현금지급/현금서비스,22138500000
202103,IEK,계좌이체,1996415647000
202103,QDF,계좌이체,478037921000
202103,BVI,계좌이체,1199231180000
202103,VEA,현금입금,78518136000
202103,SCD,현금입금,50256356000
202103,HZI,계좌이체,5457334368000
202103,IEK,현금지급/현금서비스,460467210000
202103,SHK,현금지급/현금서비스,393255140000
202103,HZO,현금입금,31437500000
202103,HZI,현금지급/현금서비스,898288620000
202103,BVI,현금지급/현금서비스,335450130000
202103,QDF,현금입금,39505623000
202103,QDF,현금지급/현금서비스,70831340000
202103,CAZ,현금지급/현금서비스,214749200000
202103,IEK,지로납부,42089563000
202103,CVN,현금지급/현금서비스,259965130000
202103,VEA,현금지급/현금서비스,233553620000
202103,HZO,계좌이체,224994817000
202103,CVN,현금입금,85923087000
202103,VEA,계좌이체,1305848823000
202103,FYT,현금입금,48924368000
202103,NXL,현금지급/현금서비스,1098680000
202103,CVN,기타,204795000
202103,VEA,기타,751619000
202103,GPM,계좌이체,23714130000
202103,XIE,지로납부,284325000
202103,FLX,현금입금,6108970000
202103,RII,지로납부,9325911000
202103,NXL,계좌이체,8359201000
202103,XIE,현금입금,1599753000
202103,GPM,현금입금,2325092000
202103,MIQ,계좌이체,1305949000
202103,ZDD,지로납부,6820031000
202103,XIE,계좌이체,20694697000
202103,AHN,계좌이체,2815382000
202103,HQI,계좌이체,530349000
202103,ZDD,기타,38985000
202103,FLX,지로납부,619604000
202103,IEK,현금입금,188137777000
202103,FYT,지로납부,15880281000
202103,QDF,지로납부,157648076000
202103,HZI,기타,3013895000
202103,RII,현금입금,35917022000
202103,ZDD,현금지급/현금서비스,13439090000
202103,ZVX,계좌이체,141184861000
202103,CVN,지로납부,36274669000
202103,SCD,현금지급/현금서비스,1177900000
202103,KYG,지로납부,2431538000
202103,EEB,지로납부,18246729000
202103,HZO,지로납부,8606443000
202103,SHK,지로납부,191592673000
202103,SCD,계좌이체,7912739000
202103,GPM,현금지급/현금서비스,6478750000
202103,JVP,지로납부,97937332000
202103,CAZ,지로납부,7477540000
202103,RII,계좌이체,223994399000
202103,ZVX,지로납부,9171245000
202103,FLX,현금지급/현금서비스,9038210000
202103,KYG,현금입금,11288492000
202103,KYG,계좌이체,94568027000
202103,BVI,기타,299813000
202103,IUR,지로납부,7242475000
202104,VEA,계좌이체,1259587787000
202104,CAZ,현금지급/현금서비스,215078070000
202104,IUR,계좌이체,1233950420000
202104,QDF,기타,21777000
202104,IEK,계좌이체,1929590932000
202104,ZDD,지로납부,7361042000
202104,HZO,지로납부,8452275000
202104,CVN,지로납부,40101903000
202104,NXL,현금입금,14335401000
202104,FLX,계좌이체,46812569000
202104,HZI,기타,2771433000
202104,HZI,현금입금,344216745000
202104,IEK,지로납부,59051537000
202104,HZO,현금입금,29922414000
202104,QDF,현금입금,38203943000
202104,SHK,현금입금,133131234000
202104,JVP,계좌이체,889034284000
202104,EEB,지로납부,17102539000
202104,IEK,현금입금,176312926000
202104,FYT,계좌이체,299771977000
202104,EEB,계좌이체,731765849000
202104,QDF,계좌이체,463897219000
202104,PNA,현금지급/현금서비스,73890000
202104,MIQ,현금지급/현금서비스,1017680000
202104,HZO,기타,106455000
202104,IGI,현금입금,22277000
202104,FYT,기타,39950000
202104,IGI,현금지급/현금서비스,74770000
202104,GPM,지로납부,93605000
202104,AIG,현금지급/현금서비스,34470000
202104,KFW,계좌이체,88820000
202104,JVP,현금지급/현금서비스,184327010000
202104,ZDD,현금입금,5585626000
202104,SHK,지로납부,203773966000
202104,SCD,계좌이체,7984263000
202104,AIG,계좌이체,3237953000
202104,CVN,기타,186099000
202104,BVI,기타,258400000
202104,MIQ,현금입금,445184000
202104,PNA,계좌이체,777860000
202104,GPM,현금입금,2071909000
202104,XIE,지로납부,415496000
202104,HQI,계좌이체,505170000
202104,FLX,현금입금,6161974000
202104,XIE,계좌이체,21555974000
202104,ZDD,기타,31379000
202104,NXL,현금지급/현금서비스,1117530000
202104,TGT,계좌이체,3604144000
202104,SHK,기타,165916000
202104,GPM,현금지급/현금서비스,6338030000
202104,GPM,계좌이체,24023749000
202104,KYG,현금입금,10937187000
202104,KYG,지로납부,2808076000
202104,JVP,지로납부,139948369000
202104,XIE,현금지급/현금서비스,9692830000
202104,TGT,현금입금,579423000
202104,TGT,현금지급/현금서비스,1560170000
202104,ZVX,지로납부,11927142000
202104,ZDD,현금지급/현금서비스,13495780000
202104,SCD,현금지급/현금서비스,1265740000
202104,AHN,계좌이체,3380413000
202104,ZVX,현금지급/현금서비스,22517390000
202104,FLX,기타,7225000
202104,IGI,계좌이체,279117000
202104,PNA,현금입금,18548000
202104,TGT,지로납부,34125000
202104,FLX,지로납부,652615000
202104,AIG,현금입금,2622000
202104,CBX,계좌이체,10000000000
202104,FYT,현금입금,45858930000
202104,QOB,계좌이체,219489000
202104,CVN,현금입금,80448666000
202104,VEA,현금입금,75606531000
202104,KPQ,현금지급/현금서비스,247252330000
202104,IUR,현금입금,190722576000
202104,CAZ,현금입금,90662339000
202104,JVP,현금입금,70635965000
202104,CVN,현금지급/현금서비스,273478380000
202104,ZVX,계좌이체,135353434000
202104,BVI,지로납부,63479411000
202104,BVI,현금지급/현금서비스,347308860000
202104,SHK,현금지급/현금서비스,407474520000
202104,IEK,현금지급/현금서비스,481064870000
202104,RII,현금지급/현금서비스,63731150000
202104,BVI,현금입금,116973910000
202104,RII,계좌이체,219055726000
202104,ZDD,계좌이체,64361485000
202104,IUR,현금지급/현금서비스,508106800000
202104,VEA,현금지급/현금서비스,241244610000
202104,HZI,현금지급/현금서비스,931728020000
202104,HZI,계좌이체,5345070220000
202104,KYG,현금지급/현금서비스,38128500000
202104,SHK,계좌이체,1026285745000
202104,JVP,기타,164900000
202104,FYT,현금지급/현금서비스,105981440000
202104,XIE,현금입금,1719898000
202104,EEB,현금지급/현금서비스,259797470000
202104,KFW,현금입금,67780000
202104,XIE,기타,32000
202104,SCD,지로납부,150000
202104,QDF,지로납부,101083264000
202104,CAZ,계좌이체,613831578000
202104,CVN,계좌이체,865016803000
202104,EEB,현금입금,94724060000
202104,HZI,지로납부,101747640000
202104,BVI,계좌이체,1156069118000
202104,IUR,지로납부,6829333000
202104,QDF,현금지급/현금서비스,73559830000
202104,HZO,계좌이체,218909747000
202104,VEA,지로납부,259958351000
202104,RII,현금입금,33788052000
202104,CAZ,지로납부,7896921000
202104,KYG,계좌이체,94009051000
202104,NXL,계좌이체,9400831000
202104,RII,지로납부,9122026000
202104,FYT,지로납부,13939026000
202104,FLX,현금지급/현금서비스,9357350000
202104,VEA,기타,611397000
202104,CAZ,기타,191828000
202104,IEK,기타,63242000
202104,EEB,기타,22742000
202104,MIQ,계좌이체,1256287000
202104,MIQ,지로납부,1544000
202104,KFW,현금지급/현금서비스,199040000
202104,HZO,현금지급/현금서비스,92199860000
202104,ZVX,현금입금,11439693000
202104,SCD,현금입금,48873358000
202105,XIE,현금지급/현금서비스,10384540000
202105,SHK,지로납부,236804648000
202105,HZO,현금지급/현금서비스,96273250000
202105,HZO,기타,121458000
202105,VEA,현금입금,78034924000
202105,CVN,지로납부,38688088000
202105,QDF,현금지급/현금서비스,80991360000
202105,BVI,기타,220992000
202105,PNA,계좌이체,938453000
202105,CAZ,기타,169298000
202105,IGI,현금입금,30327000
202105,RII,지로납부,8369338000
202105,ZVX,현금입금,12033525000
202105,NXL,현금입금,14932707000
202105,GPM,현금지급/현금서비스,6818090000
202105,SCD,현금입금,52020591000
202105,KYG,현금지급/현금서비스,40014760000
202105,FYT,현금입금,47490782000
202105,BVI,현금입금,121358069000
202105,CAZ,계좌이체,596570262000
202105,ZVX,계좌이체,129193263000
202105,XIE,계좌이체,18068836000
202105,VEA,지로납부,261033350000
202105,HZI,지로납부,143151249000
202105,HZI,현금입금,360371017000
202105,HZI,계좌이체,5151308414000
202105,VEA,계좌이체,1189603185000
202105,JVP,현금입금,72429573000
202105,IEK,현금지급/현금서비스,501725390000
202105,EEB,계좌이체,695248544000
202105,HZO,지로납부,6774013000
202105,KPQ,현금지급/현금서비스,260894830000
202105,IUR,계좌이체,1198168792000
202105,FYT,계좌이체,291175975000
202105,CAZ,현금지급/현금서비스,222772450000
202105,IUR,현금입금,197860481000
202105,SHK,현금입금,137838262000
202105,SHK,계좌이체,977826329000
202105,CVN,현금지급/현금서비스,288589830000
202105,ZDD,계좌이체,59664837000
202105,IUR,현금지급/현금서비스,537327220000
202105,IEK,현금입금,180754485000
202105,FYT,현금지급/현금서비스,114905540000
202105,JVP,현금지급/현금서비스,188212210000
202105,KYG,지로납부,3266843000
202105,IEK,지로납부,63662612000
202105,FLX,현금입금,5981355000
202105,SCD,지로납부,150000
202105,HQI,계좌이체,541059000
202105,EEB,기타,15369000
202105,IGI,계좌이체,321570000
202105,IGI,현금지급/현금서비스,81160000
202105,FYT,기타,61109000
202105,MIQ,현금입금,420776000
202105,KFW,계좌이체,56803000
202105,TGT,현금지급/현금서비스,1701580000
202105,PNA,현금지급/현금서비스,73400000
202105,TGT,현금입금,614372000
202105,FLX,지로납부,814507000
202105,TGT,계좌이체,2887834000
202105,SHK,기타,222086000
202105,MIQ,계좌이체,1393506000
202105,SCD,계좌이체,7084901000
202105,IEK,기타,63465000
202105,FLX,계좌이체,44672368000
202105,AIG,계좌이체,2725704000
202105,TGT,지로납부,42503000
202105,FLX,기타,7068000
202105,PNA,현금입금,18483000
202105,MIQ,지로납부,10486000
202105,KYG,현금입금,10626602000
202105,RII,현금입금,34680175000
202105,ZDD,현금지급/현금서비스,15143000000
202105,CAZ,지로납부,9084691000
202105,XIE,지로납부,945202000
202105,EEB,지로납부,14782900000
202105,QDF,지로납부,91904597000
202105,HZI,기타,1981428000
202105,JVP,지로납부,108654342000
202105,IEK,계좌이체,1833743657000
202105,EEB,현금지급/현금서비스,270037830000
202105,GPM,계좌이체,25541066000
202105,FYT,지로납부,13692549000
202105,XIE,현금입금,1781883000
202105,VEA,기타,556320000
202105,JVP,기타,151350000
202105,NXL,현금지급/현금서비스,1293690000
202105,MIQ,현금지급/현금서비스,1136530000
202105,CVN,기타,150189000
202105,XIE,기타,87000
202105,CVN,현금입금,82692737000
202105,BVI,계좌이체,1105697344000
202105,EEB,현금입금,97435608000
202105,HZI,현금지급/현금서비스,1007874430000
202105,HZO,현금입금,31154196000
202105,RII,현금지급/현금서비스,66854620000
202105,RII,계좌이체,207469582000
202105,ZDD,현금입금,5869093000
202105,NXL,계좌이체,7555056000
202105,FLX,현금지급/현금서비스,9670480000
202105,SCD,현금지급/현금서비스,1352650000
202105,ZVX,지로납부,9300530000
202105,GPM,지로납부,156986000
202105,BVI,지로납부,68210361000
202105,CVN,계좌이체,818293075000
202105,IUR,지로납부,7731990000
202105,KYG,계좌이체,89865811000
202105,QDF,현금입금,39859771000
202105,HZO,계좌이체,213092688000
202105,AHN,계좌이체,3153258000
202105,KFW,현금입금,63060000
202105,NXL,지로납부,32000
202105,PNA,지로납부,15000
202105,AIG,현금입금,1697000
202105,VEA,현금지급/현금서비스,254020470000
202105,CAZ,현금입금,91971700000
202105,CBX,계좌이체,10600000000
202105,BVI,현금지급/현금서비스,367708470000
202105,ZVX,현금지급/현금서비스,24447800000
202105,ZDD,기타,23860000
202105,AIG,현금지급/현금서비스,9540000
202105,QDF,계좌이체,441807329000
202105,QOB,계좌이체,139842000
202105,SHK,현금지급/현금서비스,437929770000
202105,JVP,계좌이체,863764703000
202105,ZDD,지로납부,6548192000
202105,QDF,기타,25035000
202105,GPM,현금입금,2198298000
202105,KFW,현금지급/현금서비스,216210000
202106,ZVX,현금입금,11659236000
202106,HZO,계좌이체,206835209000
202106,XIE,지로납부,562188000
202106,CVN,현금입금,76992604000
202106,SHK,지로납부,192362173000
202106,MIQ,계좌이체,1281174000
202106,QDF,기타,18086000
202106,RII,계좌이체,200369189000
202106,CBX,계좌이체,10900000000
202106,HZO,기타,95418000
202106,AIG,현금입금,7849000
202106,SHK,계좌이체,932699887000
202106,KYG,현금지급/현금서비스,34122060000
202106,TGT,지로납부,88465000
202106,VEA,현금지급/현금서비스,225964410000
202106,EEB,현금지급/현금서비스,247127900000
202106,NXL,현금입금,14903132000
202106,FLX,현금지급/현금서비스,8164910000
202106,IEK,기타,56990000
202106,ZVX,계좌이체,120976186000
202106,KFW,현금입금,85170000
202106,GPM,지로납부,97811000
202106,SHK,현금지급/현금서비스,386819450000
202106,IEK,계좌이체,1748893636000
202106,BVI,계좌이체,1056634396000
202106,JVP,계좌이체,822092457000
202106,BVI,현금지급/현금서비스,314367640000
202106,IUR,현금지급/현금서비스,487221200000
202106,FYT,현금지급/현금서비스,104474220000
202106,HZO,현금입금,29579284000
202106,NXL,현금지급/현금서비스,1058470000
202106,FYT,계좌이체,283425449000
202106,CVN,계좌이체,770620109000
202106,CVN,지로납부,41321115000
202106,FLX,지로납부,1044736000
202106,TGT,현금지급/현금서비스,1460430000
202106,BVI,기타,200708000
202106,MIQ,현금입금,497818000
202106,XIE,현금입금,1756547000
202106,IGI,현금지급/현금서비스,77770000
202106,FYT,지로납부,15721175000
202106,ZDD,계좌이체,58748192000
202106,TGT,계좌이체,3110194000
202106,ZDD,기타,18177000
202106,AIG,현금지급/현금서비스,16230000
202106,JVP,현금지급/현금서비스,170056430000
202106,SCD,계좌이체,6766775000
202106,IUR,현금입금,189478985000
202106,XIE,계좌이체,17351124000
202106,KFW,현금지급/현금서비스,195800000
202106,SCD,현금지급/현금서비스,1197820000
202106,MIQ,지로납부,676000
202106,ZVX,지로납부,9469192000
202106,PNA,지로납부,3000
202106,KYG,계좌이체,87741404000
202106,IUR,지로납부,9709071000
202106,RII,현금지급/현금서비스,59501300000
202106,ZDD,현금지급/현금서비스,12941470000
202106,EEB,기타,13307000
202106,MIQ,현금지급/현금서비스,1106720000
202106,HZI,계좌이체,4936570333000
202106,FYT,기타,34414000
202106,RII,현금입금,33078111000
202106,QDF,현금지급/현금서비스,68537830000
202106,IUR,계좌이체,1159331238000
202106,VEA,계좌이체,1128436613000
202106,IEK,현금지급/현금서비스,425494160000
202106,SHK,현금입금,132824191000
202106,KPQ,현금지급/현금서비스,242489590000
202106,VEA,지로납부,254429579000
202106,HZI,현금입금,349258089000
202106,HZI,현금지급/현금서비스,884174110000
202106,HZI,지로납부,174374742000
202106,CAZ,현금지급/현금서비스,205182220000
202106,CAZ,지로납부,10011785000
202106,CAZ,기타,187176000
202106,HZO,현금지급/현금서비스,87888810000
202106,JVP,지로납부,91720047000
202106,PNA,현금지급/현금서비스,63700000
202106,JVP,현금입금,68743866000
202106,PNA,계좌이체,577581000
202106,HQI,계좌이체,466594000
202106,QDF,계좌이체,418662367000
202106,IGI,현금입금,25467000
202106,JVP,기타,166191000
202106,PNA,현금입금,21041000
202106,CAZ,계좌이체,577426924000
202106,QOB,계좌이체,126410000
202106,FLX,기타,6555000
202106,EEB,지로납부,14487553000
202106,IEK,지로납부,54680441000
202106,ZVX,현금지급/현금서비스,21568080000
202106,IEK,현금입금,170134503000
202106,SCD,현금입금,50837729000
202106,VEA,현금입금,75066212000
202106,ZDD,현금입금,5470745000
202106,CAZ,현금입금,92332959000
202106,EEB,현금입금,94302022000
202106,KYG,현금입금,10290527000
202106,KFW,계좌이체,105445000
202106,HZO,지로납부,7609119000
202106,QDF,현금입금,36304987000
202106,RII,지로납부,18884408000
202106,QDF,지로납부,157225121000
202106,BVI,지로납부,56565892000
202106,EEB,계좌이체,674351197000
202106,BVI,현금입금,115449458000
202106,TGT,현금입금,596576000
202106,AIG,계좌이체,1982231000
202106,AHN,계좌이체,2866913000
202106,FLX,계좌이체,42795032000
202106,KYG,지로납부,3018392000
202106,GPM,현금지급/현금서비스,5955290000
202106,HZI,기타,1918698000
202106,ZDD,지로납부,9033032000
202106,FLX,현금입금,5316825000
202106,GPM,계좌이체,23599256000
202106,VEA,기타,584200000
202106,NXL,계좌이체,7484084000
202106,CVN,현금지급/현금서비스,243917500000
202106,SHK,기타,121910000
202106,IGI,계좌이체,285666000
